site,country,enrolled,screen_fail_pct,deviations,open_queries,query_age_days,dropout_pct,days_since_visit
S2429,IN,17,22.2,1,7,15.0,8.1,49.0
S2430,US,17,25.4,1,7,11.0,9.0,69.0
S2431,DE,21,22.5,2,1,1.0,11.8,97.0
S2432,BR,21,9.0,0,3,4.0,13.7,47.0
S2433,DE,17,21.3,5,6,4.0,6.9,69.0
S2434,IN,16,31.6,2,7,8.0,7.7,82.0
S2435,PL,14,24.3,3,6,28.0,20.4,98.0
S2436,PL,17,40.7,0,4,22.0,13.0,92.0
S2437,BR,9,14.3,3,8,11.0,8.9,95.0
S2438,DE,22,28.5,1,6,3.0,11.9,53.0
S2439,JP,20,19.1,1,9,16.0,12.9,53.0
S2440,IN,27,32.7,1,9,28.0,13.2,64.0
S2441,CA,21,19.7,2,6,4.0,11.5,96.0
S2442,CA,22,33.7,3,5,8.0,10.5,37.0
S2443,IN,16,25.8,1,7,2.0,15.9,30.0
S2444,IN,16,29.0,2,6,27.0,4.4,116.0
S2445,US,18,4.2,1,6,1.0,5.6,82.0
S2446,DE,19,25.2,2,7,0.0,0.2,30.0
S2447,AU,18,24.4,1,7,20.0,8.9,36.0
S2448,IN,18,22.7,1,3,0.0,8.0,87.0
S2449,IN,17,20.2,4,6,2.0,2.5,67.0
S2450,CA,14,30.2,2,3,9.0,6.3,86.0
S2451,DE,27,8.4,3,4,14.0,4.1,82.0
S2452,US,12,16.0,1,8,2.0,18.5,5.0
S2453,IN,25,28.3,4,5,1.0,2.4,32.0
S2454,JP,19,29.9,0,2,8.0,16.9,71.0
S2455,DE,17,30.3,1,4,17.0,10.2,39.0
S2456,US,15,10.2,2,5,4.0,7.2,93.0
S2457,US,28,15.4,0,8,6.0,11.9,66.0
S2458,PL,14,23.4,1,6,1.0,9.0,81.0
S2459,AU,16,17.4,1,4,11.0,3.1,83.0
S2460,US,17,9.6,1,4,8.0,11.5,72.0
S2461,BR,8,22.6,3,3,7.0,3.9,119.0
S2462,US,21,19.4,1,4,8.0,7.4,46.0
S2463,IN,15,22.7,0,6,3.0,12.4,67.0
S2464,US,23,31.6,1,6,28.0,15.5,20.0
S2465,CA,18,13.7,0,4,4.0,11.8,65.0
S2466,DE,18,15.9,1,4,32.0,3.0,91.0
S2467,IN,18,16.0,2,5,2.0,6.5,108.0
S2468,JP,20,28.6,0,9,12.0,4.6,115.0
S2469,IN,19,21.7,2,10,15.0,7.1,30.0
S2470,IN,20,21.1,1,3,4.0,4.6,76.0
S2471,DE,17,15.3,3,6,13.0,11.2,66.0
S2472,US,16,10.2,3,2,12.0,0.0,61.0
S2473,US,24,32.0,4,6,2.0,10.2,25.0
S2474,US,18,25.6,2,5,2.0,0.0,55.0
S2475,PL,13,36.5,2,6,3.0,11.4,105.0
S2476,BR,20,14.7,0,3,22.0,3.7,84.0
S2477,JP,26,15.2,1,5,38.0,16.7,77.0
S2478,US,21,28.8,2,6,4.0,10.6,78.0
S2479,DE,16,16.0,1,5,16.0,14.3,105.0
S2480,BR,17,24.2,1,8,3.0,11.9,88.0
S2481,IN,23,13.6,1,4,1.0,16.8,35.0
S2482,IN,19,13.4,3,7,4.0,16.4,71.0
S2483,DE,18,27.5,3,7,8.0,9.3,36.0
S2484,IN,23,18.8,1,9,10.0,8.4,69.0
S2485,US,16,27.7,1,9,2.0,5.7,43.0
S2486,JP,15,32.3,3,4,5.0,0.0,84.0
S2487,IN,23,22.6,2,5,7.0,14.1,88.0
S2488,CA,16,0.1,1,9,4.0,3.2,71.0
S2489,AU,25,0.0,2,3,25.0,4.6,137.0
S2490,IN,20,25.4,1,7,1.0,17.4,67.0
S2491,IN,16,23.3,1,6,1.0,10.4,56.0
S2492,JP,10,22.1,2,6,6.0,0.0,71.0
S2493,JP,18,27.5,2,3,14.0,6.4,82.0
S2494,DE,18,16.1,0,4,18.0,14.1,55.0
S2495,AU,19,19.6,0,7,37.0,8.9,77.0
S2496,DE,13,3.8,1,6,11.0,1.5,69.0
S2497,US,25,37.9,3,7,2.0,6.0,38.0
S2498,PL,19,25.9,1,7,12.0,12.2,64.0
S2499,JP,18,35.4,1,5,9.0,10.7,58.0
S2500,JP,18,26.0,1,2,19.0,14.1,84.0
S2501,AU,26,17.1,1,6,7.0,7.3,66.0
S2502,US,17,37.2,3,6,0.0,4.5,107.0
S2503,US,19,14.3,1,6,2.0,9.4,25.0
S2504,BR,23,27.9,1,3,1.0,6.1,99.0
S2505,US,12,22.2,0,3,5.0,6.7,111.0
S2506,CA,21,19.9,2,4,16.0,5.3,78.0
S2507,AU,18,12.2,2,6,2.0,0.0,94.0
S2508,US,13,12.7,0,9,13.0,10.8,49.0
S2509,CA,11,23.0,2,3,5.0,0.4,60.0
S2510,JP,23,34.7,0,5,1.0,12.7,61.0
S2511,BR,22,31.8,1,5,15.0,12.5,86.0
S2512,JP,22,17.0,2,6,1.0,11.4,68.0
S2513,CA,15,6.1,0,6,23.0,7.3,24.0
S2514,DE,15,32.0,2,9,5.0,3.4,88.0
S2515,AU,16,19.2,1,6,1.0,7.4,77.0
S2516,DE,23,22.5,0,9,3.0,5.6,46.0
S2517,US,20,0.0,0,7,8.0,3.2,70.0
S2518,AU,22,31.4,0,5,10.0,10.8,25.0
S2519,US,24,35.3,1,4,1.0,12.5,120.0
S2520,US,19,35.8,1,5,5.0,4.4,57.0
S2521,BR,11,14.3,2,5,21.0,1.2,62.0
S2522,AU,18,19.3,0,5,9.0,19.0,98.0
S2523,CA,17,32.7,1,4,0.0,2.2,54.0
S2524,IN,12,10.1,2,10,1.0,12.1,21.0
S2525,US,23,19.2,1,3,3.0,11.3,54.0
S2526,US,18,30.6,1,4,4.0,14.2,83.0
S2527,PL,25,27.8,0,4,5.0,6.2,102.0
S2528,PL,25,11.6,1,6,2.0,0.0,54.0
S2529,AU,13,27.9,0,6,3.0,8.5,56.0
S2530,DE,16,19.3,1,6,6.0,0.0,132.0
S2531,BR,17,24.1,3,6,6.0,5.9,117.0
S2532,US,14,12.6,1,4,1.0,7.9,71.0
S2533,US,10,11.0,2,4,7.0,12.7,81.0
S2534,IN,17,29.9,0,5,1.0,5.0,68.0
S2535,IN,24,12.8,2,6,8.0,9.0,111.0
S2536,US,14,18.9,0,6,15.0,9.3,53.0
S2537,BR,20,28.5,0,6,6.0,19.6,62.0
S2538,CA,16,22.0,3,4,1.0,10.0,98.0
S2539,PL,8,11.7,0,7,15.0,1.0,64.0
S2540,DE,17,7.4,1,4,38.0,3.9,36.0
S2541,US,14,30.2,3,3,4.0,8.3,77.0
S2542,US,26,34.7,0,9,9.0,2.4,60.0
S2543,US,17,37.0,1,6,6.0,8.0,73.0
S2544,DE,17,13.3,1,6,4.0,8.1,74.0
S2545,JP,24,25.1,1,4,6.0,12.3,26.0
S2546,JP,15,22.4,0,2,8.0,13.5,148.0
S2547,US,17,31.8,1,5,2.0,2.4,67.0
S2548,DE,13,18.8,0,7,1.0,5.8,78.0
S2549,US,20,23.0,2,2,3.0,8.9,109.0
S2550,CA,15,13.4,0,11,56.0,10.2,63.0
S2551,PL,16,24.0,1,7,22.0,8.5,35.0
S2552,AU,15,29.3,5,7,2.0,14.5,30.0
S2553,DE,18,18.5,1,5,1.0,9.0,23.0
S2554,PL,22,8.3,1,3,2.0,10.2,84.0
S2555,US,19,4.8,0,7,1.0,9.3,17.0
S2556,DE,13,29.8,1,9,7.0,8.4,49.0
S2557,DE,11,31.5,2,8,13.0,10.1,45.0
S2558,US,14,20.2,3,5,8.0,6.7,97.0
S2559,US,16,20.4,0,6,7.0,0.0,76.0
S2560,CA,17,0.0,2,2,3.0,14.4,26.0
S2561,JP,23,21.2,0,5,3.0,14.1,62.0
S2562,IN,19,29.3,2,5,4.0,15.9,46.0
S2563,US,15,32.4,1,3,9.0,3.3,113.0
S2564,IN,20,27.4,2,7,26.0,15.8,70.0
S2565,IN,19,19.2,3,6,4.0,21.8,89.0
S2566,CA,18,33.8,1,9,5.0,4.5,53.0
S2567,US,21,28.1,1,8,11.0,5.1,52.0
S2568,AU,13,11.6,1,11,1.0,6.5,55.0
S2569,CA,27,15.6,2,6,4.0,13.6,116.0
S2570,US,19,14.7,0,7,44.0,9.4,101.0
S2571,DE,14,30.5,0,7,1.0,6.0,59.0
S2572,DE,11,21.0,0,9,3.0,0.4,58.0
S2573,AU,16,25.5,1,6,10.0,5.3,53.0
S2574,IN,19,15.4,2,5,41.0,12.6,81.0
S2575,US,25,2.0,0,4,6.0,13.0,49.0
S2576,JP,23,6.4,2,6,12.0,6.9,59.0
S2577,PL,17,27.5,0,9,5.0,9.2,54.0
S2578,US,15,29.0,1,5,29.0,11.9,120.0
S2579,IN,22,12.8,2,5,11.0,5.6,104.0
S2580,IN,23,24.6,1,3,1.0,4.5,48.0
S2581,PL,20,16.8,2,0,14.0,0.0,90.0
S2582,US,17,5.7,0,7,2.0,11.0,59.0
S2583,AU,17,26.8,0,10,35.0,15.4,80.0
S2584,DE,12,0.0,1,8,6.0,5.3,67.0
S2585,IN,20,14.1,2,5,12.0,12.3,95.0
S2586,US,12,37.1,0,8,26.0,16.3,49.0
S2587,US,24,4.2,2,7,4.0,8.1,65.0
S2588,US,15,16.7,3,5,3.0,6.1,35.0
S2589,BR,11,21.0,0,4,10.0,13.3,49.0
S2590,CA,15,23.7,3,5,1.0,13.5,42.0
S2591,IN,19,12.2,0,7,33.0,5.0,38.0
S2592,US,13,18.1,2,8,6.0,9.0,72.0
S2593,US,20,31.2,0,6,8.0,1.6,64.0
S2594,AU,12,18.9,1,3,2.0,13.1,96.0
S2595,JP,16,29.5,0,5,10.0,16.1,45.0
S2596,CA,24,15.5,0,6,15.0,3.4,41.0
S2597,PL,12,11.0,3,7,9.0,4.1,53.0
S2598,IN,16,26.3,12,10,36.0,9.8,72.0
S2599,CA,19,20.9,2,9,3.0,7.8,14.0
S2600,DE,14,37.0,2,9,1.0,1.3,106.0
S2601,DE,23,26.1,2,2,8.0,11.9,7.0
S2602,US,19,25.4,1,7,7.0,1.5,83.0
S2603,AU,17,7.4,0,10,4.0,5.0,118.0
S2604,US,22,28.4,3,5,5.0,4.5,120.0
S2605,CA,19,24.3,3,4,6.0,16.3,113.0
S2606,US,14,30.6,0,4,4.0,0.2,131.0
S2607,BR,13,32.1,0,15,8.0,6.7,6.0
S2608,CA,23,26.6,1,9,1.0,8.2,180.0
S2609,BR,13,22.3,4,3,23.0,13.3,61.0
S2610,BR,14,24.0,1,7,1.0,6.6,47.0
S2611,BR,17,13.7,0,4,1.0,6.6,66.0
S2612,US,23,23.5,2,7,8.0,7.4,26.0
S2613,AU,19,9.7,1,6,0.0,3.1,57.0
S2614,IN,18,2.2,0,10,6.0,10.2,73.0
S2615,AU,19,20.6,1,3,11.0,8.2,72.0
S2616,CA,14,9.2,5,5,4.0,7.5,80.0
S2617,US,19,18.2,1,7,2.0,19.9,90.0
S2618,PL,23,7.1,1,2,18.0,2.9,90.0
S2619,BR,19,20.2,1,3,0.0,10.6,31.0
S2620,US,20,21.2,2,4,13.0,0.8,103.0
S2621,BR,22,27.0,2,9,0.0,4.1,75.0
S2622,AU,17,7.9,3,9,16.0,7.0,96.0
S2623,US,19,7.8,2,4,8.0,10.3,48.0
S2624,IN,24,34.8,2,6,9.0,2.4,58.0
S2625,DE,22,28.0,1,6,0.0,17.4,62.0
S2626,JP,10,6.5,4,13,4.0,0.5,87.0
S2627,IN,20,9.0,1,7,8.0,7.7,34.0
S2628,US,26,29.3,1,5,6.0,2.0,72.0
S2629,US,13,11.9,1,6,4.0,11.9,77.0
S2630,US,15,29.3,2,8,3.0,13.2,59.0
S2631,DE,23,29.4,1,5,14.0,7.1,68.0
S2632,IN,15,35.7,1,8,3.0,10.8,51.0
S2633,JP,16,19.3,1,5,18.0,7.0,143.0
S2634,PL,13,13.7,2,4,11.0,8.4,57.0
S2635,US,17,19.8,0,3,2.0,4.2,5.0
S2636,US,20,29.0,0,6,0.0,2.9,84.0
S2637,BR,13,10.4,1,3,5.0,11.1,75.0
S2638,IN,18,17.4,5,9,2.0,7.4,59.0
S2639,JP,17,24.8,2,8,42.0,8.9,54.0
S2640,US,15,19.5,2,5,0.0,17.5,97.0
S2641,JP,15,20.0,1,5,1.0,13.4,13.0
S2642,IN,23,22.3,2,7,22.0,11.2,5.0
S2643,DE,18,25.1,0,6,0.0,0.1,54.0
S2644,CA,12,23.3,1,7,39.0,7.8,43.0
S2645,US,20,37.6,4,11,7.0,11.4,90.0
S2646,IN,18,10.5,2,8,6.0,10.4,47.0
S2647,DE,18,33.4,0,8,5.0,2.8,73.0
S2648,US,12,21.1,3,4,2.0,3.3,99.0
S2649,US,12,22.3,0,6,6.0,6.2,68.0
S2650,US,17,16.4,1,3,10.0,14.6,25.0
S2651,BR,35,36.8,1,4,2.0,7.2,22.0
S2652,CA,14,6.7,2,7,0.0,3.7,84.0
S2653,PL,21,17.1,0,9,1.0,7.9,74.0
S2654,IN,22,12.6,2,3,9.0,10.8,5.0
S2655,US,16,22.1,0,7,14.0,11.4,65.0
S2656,BR,13,13.1,1,9,29.0,5.5,101.0
S2657,PL,22,33.0,0,7,21.0,4.8,75.0
S2658,DE,14,29.4,1,2,19.0,12.3,66.0
S2659,JP,14,26.3,2,5,9.0,13.8,101.0
S2660,JP,19,30.2,0,7,3.0,3.5,69.0
S2661,JP,25,14.2,2,4,1.0,10.5,105.0
S2662,US,17,32.4,2,6,2.0,15.5,85.0
S2663,JP,17,13.3,3,7,1.0,12.7,75.0
S2664,US,16,27.0,4,6,4.0,16.5,71.0
S2665,BR,16,18.5,1,0,2.0,10.7,21.0
S2666,US,21,8.5,2,4,4.0,6.2,98.0
S2667,DE,17,1.4,1,2,3.0,2.0,74.0
S2668,US,18,14.6,1,8,1.0,10.8,82.0
S2669,PL,17,7.2,2,4,3.0,10.2,86.0
S2670,AU,11,16.6,3,5,4.0,4.1,38.0
S2671,IN,19,33.0,5,3,7.0,1.0,14.0
S2672,DE,16,15.6,1,8,5.0,14.0,74.0
S2673,JP,25,9.1,0,3,16.0,10.3,97.0
S2674,BR,11,9.9,1,7,5.0,0.3,70.0
S2675,US,16,19.3,0,6,12.0,10.0,110.0
S2676,US,24,28.0,1,12,8.0,3.2,15.0
S2677,CA,19,19.4,1,4,5.0,10.3,86.0
S2678,JP,16,25.8,0,12,15.0,11.7,112.0
S2679,IN,16,23.6,1,3,27.0,0.0,79.0
S2680,JP,18,19.0,0,4,1.0,9.8,74.0
S2681,US,11,33.6,2,5,4.0,7.2,97.0
S2682,US,21,11.8,0,6,12.0,4.9,86.0
S2683,BR,16,35.6,1,4,2.0,5.7,88.0
S2684,BR,17,13.9,4,9,19.0,7.6,64.0
S2685,US,20,22.3,2,8,1.0,0.0,5.0
S2686,US,15,22.8,0,7,12.0,9.8,87.0
S2687,AU,23,27.2,1,3,10.0,9.8,101.0
S2688,IN,13,45.6,2,6,3.0,7.3,42.0
S2689,US,22,39.4,2,5,31.0,0.9,69.0
S2690,DE,11,16.9,3,7,30.0,3.9,60.0
S2691,IN,11,26.2,3,3,3.0,3.0,130.0
S2692,CA,22,21.7,0,9,1.0,7.4,76.0
S2693,US,22,26.6,2,7,9.0,5.3,70.0
S2694,IN,14,22.4,4,7,4.0,7.0,41.0
S2695,BR,13,13.5,1,9,15.0,7.1,87.0
S2696,IN,24,18.0,0,3,4.0,7.7,47.0
S2697,US,17,26.3,0,9,4.0,9.3,111.0
S2698,DE,20,34.6,2,4,32.0,20.1,53.0
S2699,IN,17,18.8,1,7,1.0,6.3,20.0
S2700,US,17,18.6,1,8,10.0,10.1,54.0
S2701,BR,15,14.7,1,9,1.0,7.8,49.0
S2702,JP,26,24.8,1,6,12.0,17.4,61.0
S2703,BR,12,10.5,1,5,8.0,9.3,118.0
S2704,CA,22,9.3,0,7,8.0,13.6,76.0
S2705,PL,16,30.7,1,2,0.0,3.5,115.0
S2706,US,23,23.4,4,5,8.0,0.7,82.0
S2707,IN,14,12.2,1,7,0.0,9.7,54.0
S2708,US,22,6.9,1,4,2.0,8.3,51.0
S2709,DE,11,29.2,3,5,35.0,6.3,28.0
S2710,IN,13,21.6,4,35,36.0,3.0,246.0
S2711,PL,14,31.1,1,8,10.0,7.4,70.0
S2712,AU,21,15.0,2,5,4.0,5.1,120.0
S2713,US,21,13.2,2,9,1.0,5.4,67.0
S2714,BR,17,21.7,3,5,16.0,14.2,73.0
S2715,IN,11,15.9,0,4,15.0,10.6,53.0
S2716,PL,15,27.1,1,5,9.0,5.9,5.0
S2717,CA,18,23.6,3,4,16.0,9.5,114.0
S2718,DE,16,48.0,1,5,6.0,10.4,55.0
S2719,US,17,37.6,2,10,3.0,0.3,73.0
S2720,US,12,19.6,1,8,6.0,9.8,56.0
S2721,PL,10,20.3,3,2,3.0,5.2,58.0
S2722,US,17,0.0,1,3,18.0,3.3,125.0
S2723,US,17,25.6,5,7,3.0,6.9,67.0
S2724,CA,13,30.4,2,8,2.0,0.7,58.0
S2725,AU,20,11.3,1,10,29.0,14.3,33.0
S2726,JP,11,14.4,2,5,1.0,15.1,73.0
S2727,PL,16,19.9,3,8,7.0,3.2,91.0
S2728,DE,17,13.2,1,7,8.0,4.2,85.0
S2729,US,10,40.9,2,5,24.0,8.7,91.0
S2730,BR,15,23.9,2,8,6.0,4.4,45.0
S2731,US,30,13.8,1,5,0.0,10.3,51.0
S2732,JP,18,24.6,4,4,13.0,8.0,73.0
S2733,IN,22,21.8,0,5,13.0,2.5,63.0
S2734,AU,14,18.5,0,4,1.0,7.0,20.0
S2735,CA,8,22.0,2,4,8.0,10.3,56.0
S2736,US,21,23.0,4,6,6.0,8.6,36.0
S2737,JP,18,36.7,2,9,1.0,16.5,72.0
S2738,US,24,19.3,0,5,2.0,5.1,57.0
S2739,US,13,26.3,1,5,23.0,8.9,73.0
S2740,AU,17,25.9,2,8,7.0,5.5,29.0
S2741,US,16,14.6,2,11,3.0,8.5,37.0
S2742,DE,17,35.4,2,7,2.0,11.6,62.0
S2743,IN,22,22.3,1,7,17.0,5.0,75.0
S2744,US,15,8.4,3,5,2.0,8.4,71.0
S2745,DE,20,23.4,0,7,6.0,3.1,104.0
S2746,US,20,25.8,1,8,2.0,9.2,34.0
S2747,PL,21,26.3,2,1,5.0,0.0,67.0
S2748,DE,18,32.8,2,5,2.0,4.3,19.0
S2749,US,21,39.1,2,4,1.0,3.2,122.0
S2750,US,19,12.4,2,5,4.0,12.9,15.0
S2751,BR,20,13.1,2,2,5.0,9.9,62.0
S2752,JP,17,15.4,2,8,14.0,17.3,37.0
S2753,US,14,14.7,1,6,1.0,16.2,109.0
S2754,US,18,14.1,1,3,15.0,0.3,132.0
S2755,DE,19,24.5,3,6,24.0,7.6,63.0
S2756,JP,15,12.0,2,5,13.0,8.6,92.0
S2757,DE,19,21.7,2,7,18.0,5.8,41.0
S2758,IN,15,23.4,2,5,1.0,17.3,110.0
S2759,DE,12,18.4,4,3,7.0,6.7,83.0
S2760,US,19,10.7,2,8,0.0,6.4,17.0
S2761,US,21,29.2,1,4,1.0,8.2,76.0
S2762,DE,27,17.1,0,6,7.0,3.2,20.0
S2763,AU,13,17.2,1,7,25.0,7.3,106.0
S2764,JP,13,21.7,0,5,32.0,15.2,116.0
S2765,DE,18,0.0,0,5,46.0,7.3,27.0
S2766,US,19,23.7,3,5,1.0,13.6,69.0
S2767,JP,14,21.7,4,9,14.0,10.3,69.0
S2768,US,24,31.0,1,7,3.0,3.7,82.0
S2769,US,13,24.3,2,10,1.0,8.5,67.0
S2770,US,26,26.3,1,9,22.0,13.9,128.0
S2771,DE,21,24.3,0,3,0.0,8.9,103.0
S2772,US,23,18.5,2,2,9.0,5.3,115.0
S2773,US,10,19.0,3,3,13.0,2.8,107.0
S2774,US,20,24.1,1,3,8.0,10.4,89.0
S2775,JP,14,22.0,0,6,14.0,7.0,99.0
S2776,US,17,24.7,2,11,4.0,0.0,33.0
S2777,CA,27,18.6,1,5,4.0,12.0,100.0
S2778,PL,19,19.0,0,4,16.0,5.7,58.0
S2779,JP,25,20.0,2,8,16.0,16.7,123.0
S2780,CA,20,24.0,3,7,11.0,10.6,76.0
S2781,DE,21,21.2,1,5,1.0,10.1,19.0
S2782,US,19,37.5,0,6,7.0,15.2,82.0
S2783,CA,15,19.9,1,2,3.0,4.4,52.0
S2784,AU,18,25.9,0,10,6.0,19.6,73.0
S2785,US,18,22.3,1,5,6.0,0.0,46.0
S2786,DE,14,22.8,3,2,3.0,2.4,37.0
S2787,US,17,24.4,0,5,14.0,11.9,75.0
S2788,IN,12,14.0,1,6,17.0,15.4,76.0
S2789,CA,21,15.7,0,9,7.0,5.3,106.0
S2790,US,12,8.9,2,5,2.0,12.8,47.0
S2791,IN,17,19.9,1,4,3.0,7.8,39.0
S2792,BR,17,26.5,1,4,11.0,7.2,102.0
S2793,US,16,0.0,1,7,5.0,9.3,50.0
S2794,US,14,10.0,1,8,0.0,5.6,123.0
S2795,US,26,27.0,1,3,5.0,11.1,64.0
S2796,US,21,19.3,3,9,1.0,11.0,68.0
S2797,BR,17,14.2,2,6,17.0,3.8,55.0
S2798,US,23,27.3,2,5,7.0,2.7,34.0
S2799,CA,18,22.3,1,4,7.0,3.7,86.0
S2800,DE,11,18.7,1,7,16.0,5.8,98.0
S2801,DE,27,15.8,1,7,5.0,3.8,75.0
S2802,IN,19,9.9,0,2,2.0,15.5,97.0
S2803,US,16,29.3,0,6,10.0,2.1,54.0
S2804,US,17,28.2,1,6,2.0,8.8,136.0
S2805,IN,25,17.7,1,4,2.0,5.0,50.0
S2806,IN,15,17.9,0,7,9.0,0.0,71.0
S2807,JP,16,14.6,2,4,5.0,17.4,63.0
S2808,IN,21,11.6,0,5,0.0,16.9,63.0
S2809,IN,16,33.8,3,9,18.0,10.8,73.0
S2810,IN,17,30.0,0,4,3.0,9.8,69.0
S2811,CA,19,8.0,0,5,5.0,12.9,109.0
S2812,IN,14,28.1,2,10,0.0,10.8,18.0
S2813,CA,15,7.8,1,6,8.0,4.1,85.0
S2814,JP,15,14.7,2,2,4.0,12.0,24.0
S2815,PL,23,16.0,0,5,23.0,5.7,113.0
S2816,IN,17,22.3,1,6,4.0,0.1,41.0
S2817,US,14,26.4,1,1,0.0,16.3,7.0
S2818,BR,12,28.7,1,8,23.0,14.7,25.0
S2819,CA,21,12.7,0,7,10.0,1.5,38.0
S2820,JP,23,24.8,1,7,9.0,10.3,78.0
S2821,DE,24,28.3,2,4,11.0,18.1,95.0
S2822,DE,19,22.6,0,3,7.0,11.6,87.0
S2823,PL,23,12.9,1,5,5.0,7.1,19.0
S2824,DE,13,28.2,0,5,8.0,5.9,67.0
S2825,US,12,39.3,2,5,12.0,10.7,79.0
S2826,IN,19,25.6,2,4,27.0,11.0,21.0
S2827,AU,16,22.3,2,4,1.0,20.9,81.0
S2828,BR,14,26.0,2,6,12.0,10.9,48.0
S2829,US,16,30.8,0,1,13.0,11.5,61.0
S2830,US,16,9.2,1,5,11.0,5.2,59.0
S2831,DE,19,20.3,1,7,10.0,6.4,72.0
S2832,IN,17,14.8,0,7,1.0,13.0,78.0
S2833,CA,20,24.6,2,8,6.0,16.9,71.0
S2834,PL,17,9.5,0,7,2.0,2.1,37.0
S2835,US,20,17.7,0,8,2.0,4.8,111.0
S2836,IN,16,29.3,1,10,0.0,8.5,99.0
S2837,PL,20,32.9,2,5,4.0,6.5,90.0
S2838,JP,18,5.3,3,3,13.0,10.4,70.0
S2839,US,15,28.7,1,10,18.0,24.4,68.0
S2840,BR,23,7.6,1,4,2.0,8.8,99.0
S2841,JP,20,4.7,1,3,2.0,15.0,37.0
S2842,DE,19,18.9,1,4,15.0,9.6,65.0
S2843,US,18,14.7,2,6,14.0,9.4,100.0
S2844,US,14,18.2,4,6,13.0,8.8,106.0
S2845,PL,18,13.9,3,6,0.0,3.6,110.0
S2846,DE,20,20.6,2,8,4.0,8.7,65.0
S2847,IN,17,24.9,2,6,12.0,14.7,65.0
S2848,DE,14,23.5,1,3,1.0,3.2,111.0
S2849,US,23,34.5,0,7,1.0,0.0,116.0
S2850,IN,13,24.5,2,9,5.0,11.0,58.0
S2851,AU,25,32.1,1,4,25.0,9.6,68.0
S2852,IN,17,21.3,0,9,10.0,9.0,88.0
S2853,PL,24,24.7,1,6,1.0,7.9,83.0
S2854,DE,31,24.1,2,7,12.0,8.6,60.0
S2855,CA,17,21.9,0,5,4.0,14.5,24.0
S2856,AU,18,6.0,1,6,17.0,14.7,84.0
S2857,BR,12,35.4,2,0,7.0,18.5,72.0
S2858,IN,15,21.5,2,5,21.0,13.7,75.0
S2859,US,20,13.4,2,4,11.0,16.1,56.0
S2860,US,18,19.5,2,7,3.0,19.4,106.0
S2861,IN,10,22.3,1,6,17.0,13.6,48.0
S2862,DE,21,17.5,1,5,20.0,0.6,73.0
S2863,US,20,4.3,1,7,2.0,11.6,7.0
S2864,BR,16,10.9,3,4,13.0,16.8,78.0
S2865,US,23,28.4,6,7,7.0,10.6,49.0
S2866,BR,16,33.4,2,4,12.0,2.3,82.0
S2867,IN,18,28.9,0,10,2.0,7.8,53.0
S2868,IN,11,18.7,5,7,10.0,7.4,6.0
S2869,US,17,16.0,0,10,17.0,9.2,5.0
S2870,US,21,29.6,0,6,2.0,13.3,55.0
S2871,PL,20,20.6,1,7,9.0,9.2,61.0
S2872,CA,27,36.0,1,6,7.0,5.7,67.0
S2873,CA,13,25.5,0,7,17.0,5.1,67.0
S2874,BR,15,24.6,0,11,22.0,5.1,70.0
S2875,DE,23,28.0,2,4,4.0,4.0,122.0
S2876,PL,25,26.3,0,8,15.0,11.5,79.0
S2877,DE,10,22.3,2,3,9.0,8.3,96.0
S2878,AU,17,21.6,1,4,5.0,5.4,74.0
S2879,JP,20,41.7,0,3,2.0,11.3,84.0
S2880,US,24,17.1,2,3,1.0,8.6,54.0
S2881,US,17,29.7,1,1,1.0,16.0,84.0
S2882,CA,17,31.2,1,3,27.0,15.0,56.0
S2883,DE,17,13.6,2,8,7.0,11.6,54.0
S2884,US,11,17.5,1,5,4.0,7.7,5.0
S2885,US,19,23.9,1,5,7.0,10.3,95.0
S2886,DE,21,21.0,2,5,4.0,10.9,106.0
S2887,AU,23,30.6,6,5,3.0,8.6,92.0
S2888,US,12,5.1,2,3,3.0,17.4,113.0
S2889,PL,13,27.1,1,6,2.0,11.5,57.0
S2890,DE,23,27.8,1,3,15.0,2.2,33.0
S2891,PL,10,27.3,2,2,1.0,9.5,101.0
S2892,CA,17,34.4,0,3,1.0,12.8,100.0
S2893,CA,21,28.9,0,4,4.0,12.1,118.0
S2894,US,6,14.1,2,12,7.0,10.5,88.0
S2895,IN,22,28.8,2,6,30.0,1.6,29.0
S2896,US,16,18.8,1,5,0.0,2.2,79.0
S2897,US,16,13.6,2,6,21.0,5.9,90.0
S2898,US,16,25.9,2,4,7.0,0.0,86.0
S2899,AU,21,29.2,2,6,6.0,7.8,79.0
S2900,CA,16,23.4,4,2,14.0,3.3,75.0
S2901,PL,16,35.4,1,8,3.0,7.3,62.0
S2902,US,20,9.1,0,4,4.0,5.0,131.0
S2903,US,15,17.4,2,3,16.0,17.4,74.0
S2904,PL,19,11.6,2,9,23.0,8.8,84.0
S2905,BR,19,29.5,1,3,10.0,8.1,90.0
S2906,CA,17,12.1,0,9,26.0,12.9,93.0
S2907,IN,12,4.4,2,3,18.0,8.0,54.0
S2908,DE,15,15.0,4,4,24.0,6.7,81.0
S2909,BR,18,13.3,3,6,1.0,5.6,70.0
S2910,PL,13,19.7,2,3,8.0,9.4,50.0
S2911,JP,17,10.1,5,4,5.0,7.9,94.0
S2912,US,22,21.9,1,5,1.0,6.8,47.0
S2913,JP,15,18.2,3,5,21.0,12.6,75.0
S2914,PL,20,19.6,3,2,1.0,15.6,126.0
